id,userType,userId,feedbackText,category,priority,rating,date,timestamp,status,page
ADMIN_2331,admin,user_admin_2331,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-05,2025-01-05T00:00:00,reviewed,offers
ADMIN_2756,admin,user_admin_2756,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-17,2025-01-17T00:00:00,in_progress,projects
ADMIN_0464,admin,user_admin_0464,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-07,2025-01-07T00:00:00,reviewed,reports
SUPPLIER_2724,supplier,user_supplier_2724,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-19,2025-01-19T00:00:00,reviewed,create-offer
CLIENT_2212,client,user_client_2212,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-19,2025-01-19T00:00:00,reviewed,offers
SUPPLIER_2689,supplier,user_supplier_2689,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-19,2025-01-19T00:00:00,new,earnings
ADMIN_0300,admin,user_admin_0300,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-18,2025-01-18T00:00:00,new,verification
ADMIN_0969,admin,user_admin_0969,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-07,2025-01-07T00:00:00,in_progress,requests
ADMIN_0823,admin,user_admin_0823,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-01,2025-01-01T00:00:00,resolved,projects
CLIENT_1944,client,user_client_1944,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-14,2025-01-14T00:00:00,reviewed,register
ADMIN_0170,admin,user_admin_0170,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-07,2025-01-07T00:00:00,reviewed,settings
SUPPLIER_1714,supplier,user_supplier_1714,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-07,2025-01-07T00:00:00,resolved,earnings
SUPPLIER_1710,supplier,user_supplier_1710,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-11,2025-01-11T00:00:00,in_progress,stats
ADMIN_1887,admin,user_admin_1887,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-04,2025-01-04T00:00:00,in_progress,offers
SUPPLIER_0657,supplier,user_supplier_0657,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-21,2025-01-21T00:00:00,reviewed,portfolio
ADMIN_2258,admin,user_admin_2258,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-17,2025-01-17T00:00:00,reviewed,disputes
ADMIN_2461,admin,user_admin_2461,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-05,2025-01-05T00:00:00,in_progress,offers
CLIENT_0515,client,user_client_0515,الأزرار صغيرة جداً على الجوال,التصميم والواجهة,high,2,2025-01-10,2025-01-10T00:00:00,in_progress,projects
SUPPLIER_1396,supplier,user_supplier_1396,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-18,2025-01-18T00:00:00,resolved,my-offers
ADMIN_0620,admin,user_admin_0620,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-05,2025-01-05T00:00:00,new,disputes
CLIENT_0035,client,user_client_0035,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-13,2025-01-13T00:00:00,new,projects
ADMIN_0141,admin,user_admin_0141,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-14,2025-01-14T00:00:00,new,verification
ADMIN_1335,admin,user_admin_1335,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-04,2025-01-04T00:00:00,in_progress,verification
SUPPLIER_0720,supplier,user_supplier_0720,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-20,2025-01-20T00:00:00,reviewed,browse-requests
SUPPLIER_1889,supplier,user_supplier_1889,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-03,2025-01-03T00:00:00,in_progress,browse-requests
SUPPLIER_1693,supplier,user_supplier_1693,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-20,2025-01-20T00:00:00,in_progress,portfolio
SUPPLIER_1766,supplier,user_supplier_1766,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-06,2025-01-06T00:00:00,new,stats
SUPPLIER_2219,supplier,user_supplier_2219,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-09,2025-01-09T00:00:00,resolved,earnings
ADMIN_1525,admin,user_admin_1525,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-14,2025-01-14T00:00:00,resolved,users
SUPPLIER_1387,supplier,user_supplier_1387,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-01,2025-01-01T00:00:00,in_progress,create-offer
ADMIN_1354,admin,user_admin_1354,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-17,2025-01-17T00:00:00,resolved,verification
ADMIN_1284,admin,user_admin_1284,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-14,2025-01-14T00:00:00,resolved,settings
ADMIN_0286,admin,user_admin_0286,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-06,2025-01-06T00:00:00,in_progress,reports
CLIENT_2847,client,user_client_2847,صفحة مقارنة العروض مفيدة جداً لكن تحتاج تحسين في العرض,تقديم وإدارة العروض,medium,4,2025-01-19,2025-01-19T00:00:00,new,offers
ADMIN_2457,admin,user_admin_2457,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-13,2025-01-13T00:00:00,in_progress,analytics
SUPPLIER_1130,supplier,user_supplier_1130,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-03,2025-01-03T00:00:00,reviewed,supplier-setup
ADMIN_1465,admin,user_admin_1465,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-15,2025-01-15T00:00:00,reviewed,verification
SUPPLIER_2801,supplier,user_supplier_2801,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-21,2025-01-21T00:00:00,reviewed,portfolio
SUPPLIER_0855,supplier,user_supplier_0855,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-05,2025-01-05T00:00:00,resolved,my-offers
SUPPLIER_2810,supplier,user_supplier_2810,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-14,2025-01-14T00:00:00,resolved,earnings
SUPPLIER_1155,supplier,user_supplier_1155,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-13,2025-01-13T00:00:00,in_progress,my-offers
ADMIN_0914,admin,user_admin_0914,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-01,2025-01-01T00:00:00,in_progress,settings
SUPPLIER_0889,supplier,user_supplier_0889,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-04,2025-01-04T00:00:00,in_progress,portfolio
ADMIN_1498,admin,user_admin_1498,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-01,2025-01-01T00:00:00,resolved,reports
CLIENT_2682,client,user_client_2682,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-16,2025-01-16T00:00:00,in_progress,projects
SUPPLIER_0212,supplier,user_supplier_0212,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-09,2025-01-09T00:00:00,new,supplier-projects
SUPPLIER_2946,supplier,user_supplier_2946,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-02,2025-01-02T00:00:00,new,supplier-projects
SUPPLIER_0824,supplier,user_supplier_0824,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-09,2025-01-09T00:00:00,new,supplier-projects
ADMIN_0149,admin,user_admin_0149,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-17,2025-01-17T00:00:00,resolved,analytics
ADMIN_2364,admin,user_admin_2364,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-16,2025-01-16T00:00:00,new,reports
CLIENT_2296,client,user_client_2296,عملية التسجيل سهلة لكن التحقق من البريد الإلكتروني تأخذ وقت طويل,التسجيل والمصادقة,medium,3,2025-01-13,2025-01-13T00:00:00,in_progress,payments
SUPPLIER_0681,supplier,user_supplier_0681,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-06,2025-01-06T00:00:00,new,supplier-setup
ADMIN_1695,admin,user_admin_1695,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-03,2025-01-03T00:00:00,resolved,requests
ADMIN_1245,admin,user_admin_1245,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-19,2025-01-19T00:00:00,reviewed,offers
ADMIN_1880,admin,user_admin_1880,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-17,2025-01-17T00:00:00,in_progress,reports
CLIENT_2207,client,user_client_2207,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-20,2025-01-20T00:00:00,in_progress,register
ADMIN_0174,admin,user_admin_0174,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-12,2025-01-12T00:00:00,new,disputes
ADMIN_2139,admin,user_admin_2139,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-14,2025-01-14T00:00:00,new,users
ADMIN_0712,admin,user_admin_0712,صفحة النزاعات تحتاج تحسين - صعبة المتابعة,النزاعات,high,2,2025-01-18,2025-01-18T00:00:00,resolved,users
SUPPLIER_2560,supplier,user_supplier_2560,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-08,2025-01-08T00:00:00,in_progress,stats
SUPPLIER_1907,supplier,user_supplier_1907,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-13,2025-01-13T00:00:00,reviewed,portfolio
CLIENT_2856,client,user_client_2856,الصور تأخذ وقت طويل في التحميل,الأداء والسرعة,medium,3,2025-01-12,2025-01-12T00:00:00,resolved,requests
ADMIN_1259,admin,user_admin_1259,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-21,2025-01-21T00:00:00,resolved,projects
ADMIN_2490,admin,user_admin_2490,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-11,2025-01-11T00:00:00,new,users
CLIENT_1608,client,user_client_1608,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-21,2025-01-21T00:00:00,resolved,messages
CLIENT_1172,client,user_client_1172,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-18,2025-01-18T00:00:00,resolved,contracts
SUPPLIER_0280,supplier,user_supplier_0280,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-07,2025-01-07T00:00:00,new,browse-requests
CLIENT_0635,client,user_client_0635,عملية الدفع سلسة لكن أتمنى لو كانت أسرع,الدفع والمحفظة,medium,4,2025-01-08,2025-01-08T00:00:00,resolved,create-request
CLIENT_2819,client,user_client_2819,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-11,2025-01-11T00:00:00,in_progress,register
CLIENT_0467,client,user_client_0467,لا يمكنني حفظ الطلب كمسودة - يجب إكماله دفعة واحدة,إنشاء وإدارة الطلبات,high,2,2025-01-14,2025-01-14T00:00:00,reviewed,messages
ADMIN_1898,admin,user_admin_1898,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-12,2025-01-12T00:00:00,new,admin-dashboard
SUPPLIER_0668,supplier,user_supplier_0668,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-12,2025-01-12T00:00:00,reviewed,supplier-projects
ADMIN_1179,admin,user_admin_1179,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-10,2025-01-10T00:00:00,reviewed,requests
SUPPLIER_0801,supplier,user_supplier_0801,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-19,2025-01-19T00:00:00,reviewed,create-offer
ADMIN_2780,admin,user_admin_2780,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-21,2025-01-21T00:00:00,new,requests
SUPPLIER_1827,supplier,user_supplier_1827,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-07,2025-01-07T00:00:00,new,create-offer
SUPPLIER_1790,supplier,user_supplier_1790,لوحة متابعة مشاريعي ممتازة,المشاريع والمتابعة,low,5,2025-01-16,2025-01-16T00:00:00,in_progress,portfolio
ADMIN_0568,admin,user_admin_0568,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-19,2025-01-19T00:00:00,in_progress,admin-dashboard
CLIENT_2779,client,user_client_2779,عملية التسجيل سهلة لكن التحقق من البريد الإلكتروني تأخذ وقت طويل,التسجيل والمصادقة,medium,3,2025-01-01,2025-01-01T00:00:00,in_progress,profile
CLIENT_1472,client,user_client_1472,لا يمكنني حفظ الطلب كمسودة - يجب إكماله دفعة واحدة,إنشاء وإدارة الطلبات,high,2,2025-01-08,2025-01-08T00:00:00,reviewed,login
ADMIN_2120,admin,user_admin_2120,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-16,2025-01-16T00:00:00,new,admin-dashboard
CLIENT_0655,client,user_client_0655,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-17,2025-01-17T00:00:00,new,register
CLIENT_2117,client,user_client_2117,نظام الرسائل بطيء - الرسائل لا تصل فوراً,التواصل والرسائل,high,2,2025-01-13,2025-01-13T00:00:00,in_progress,requests
CLIENT_1749,client,user_client_1749,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-17,2025-01-17T00:00:00,reviewed,requests
SUPPLIER_2913,supplier,user_supplier_2913,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-03,2025-01-03T00:00:00,resolved,my-offers
ADMIN_1796,admin,user_admin_1796,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-21,2025-01-21T00:00:00,resolved,analytics
CLIENT_2035,client,user_client_2035,عملية التسجيل سهلة لكن التحقق من البريد الإلكتروني تأخذ وقت طويل,التسجيل والمصادقة,medium,3,2025-01-14,2025-01-14T00:00:00,resolved,projects
CLIENT_1399,client,user_client_1399,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-10,2025-01-10T00:00:00,in_progress,register
SUPPLIER_2910,supplier,user_supplier_2910,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-03,2025-01-03T00:00:00,in_progress,supplier-projects
ADMIN_1038,admin,user_admin_1038,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-04,2025-01-04T00:00:00,new,verification
CLIENT_2264,client,user_client_2264,الصور تأخذ وقت طويل في التحميل,الأداء والسرعة,medium,3,2025-01-12,2025-01-12T00:00:00,resolved,requests
CLIENT_2084,client,user_client_2084,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-20,2025-01-20T00:00:00,in_progress,profile
SUPPLIER_0304,supplier,user_supplier_0304,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-10,2025-01-10T00:00:00,resolved,my-offers
ADMIN_0054,admin,user_admin_0054,لوحة التحكم الرئيسية تحتاج تحديث فوري للبيانات,لوحة التحكم,high,2,2025-01-15,2025-01-15T00:00:00,reviewed,admin-dashboard
ADMIN_0745,admin,user_admin_0745,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-21,2025-01-21T00:00:00,in_progress,settings
SUPPLIER_0132,supplier,user_supplier_0132,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-19,2025-01-19T00:00:00,reviewed,supplier-projects
CLIENT_0133,client,user_client_0133,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-03,2025-01-03T00:00:00,reviewed,register
CLIENT_0629,client,user_client_0629,لم يتم خصم المبلغ من حسابي رغم ظهور رسالة النجاح,الدفع والمحفظة,high,1,2025-01-02,2025-01-02T00:00:00,in_progress,register
CLIENT_0742,client,user_client_0742,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-06,2025-01-06T00:00:00,reviewed,requests
CLIENT_1548,client,user_client_1548,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-17,2025-01-17T00:00:00,resolved,projects
CLIENT_2445,client,user_client_2445,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-10,2025-01-10T00:00:00,new,projects
CLIENT_1889,client,user_client_1889,التصميم جميل لكن الألوان فاتحة جداً - صعبة القراءة,التصميم والواجهة,medium,3,2025-01-02,2025-01-02T00:00:00,reviewed,messages
SUPPLIER_0116,supplier,user_supplier_0116,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-17,2025-01-17T00:00:00,new,browse-requests
SUPPLIER_2954,supplier,user_supplier_2954,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-02,2025-01-02T00:00:00,reviewed,my-offers
ADMIN_2334,admin,user_admin_2334,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-16,2025-01-16T00:00:00,new,verification
SUPPLIER_0254,supplier,user_supplier_0254,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-17,2025-01-17T00:00:00,new,earnings
CLIENT_1214,client,user_client_1214,نموذج إنشاء الطلب طويل جداً، أتمنى لو كان أبسط,إنشاء وإدارة الطلبات,medium,3,2025-01-09,2025-01-09T00:00:00,new,login
ADMIN_2642,admin,user_admin_2642,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-10,2025-01-10T00:00:00,resolved,admin-dashboard
ADMIN_0650,admin,user_admin_0650,البحث في المستخدمين بطيء - يحتاج تحسين,إدارة المستخدمين,medium,3,2025-01-15,2025-01-15T00:00:00,resolved,disputes
SUPPLIER_0721,supplier,user_supplier_0721,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-16,2025-01-16T00:00:00,in_progress,portfolio
ADMIN_0039,admin,user_admin_0039,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-14,2025-01-14T00:00:00,reviewed,offers
SUPPLIER_2035,supplier,user_supplier_2035,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-01,2025-01-01T00:00:00,new,earnings
SUPPLIER_0744,supplier,user_supplier_0744,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-11,2025-01-11T00:00:00,new,my-offers
CLIENT_1366,client,user_client_1366,الصفحة الرئيسية بطيئة في التحميل,الأداء والسرعة,high,2,2025-01-01,2025-01-01T00:00:00,reviewed,projects
SUPPLIER_2111,supplier,user_supplier_2111,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-07,2025-01-07T00:00:00,new,stats
ADMIN_2485,admin,user_admin_2485,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-12,2025-01-12T00:00:00,in_progress,offers
SUPPLIER_0697,supplier,user_supplier_0697,إنشاء ملف المورد معقد - الكثير من الحقول المطلوبة,التسجيل والمصادقة,medium,3,2025-01-12,2025-01-12T00:00:00,new,supplier-projects
ADMIN_1019,admin,user_admin_1019,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-12,2025-01-12T00:00:00,new,verification
SUPPLIER_2510,supplier,user_supplier_2510,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-15,2025-01-15T00:00:00,new,my-offers
ADMIN_1798,admin,user_admin_1798,الإحصائيات لا تتحدث تلقائياً - يجب تحديث الصفحة,لوحة التحكم,high,2,2025-01-11,2025-01-11T00:00:00,reviewed,settings
CLIENT_2462,client,user_client_2462,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-01,2025-01-01T00:00:00,reviewed,projects
SUPPLIER_2778,supplier,user_supplier_2778,التسجيل كمورد سهل لكن التحقق يستغرق وقت طويل,التسجيل والمصادقة,high,2,2025-01-01,2025-01-01T00:00:00,new,create-offer
CLIENT_2285,client,user_client_2285,الأزرار صغيرة جداً على الجوال,التصميم والواجهة,high,2,2025-01-20,2025-01-20T00:00:00,in_progress,offers
CLIENT_2155,client,user_client_2155,لم أستطع إعادة تعيين كلمة المرور - الرابط لا يعمل,التسجيل والمصادقة,high,1,2025-01-02,2025-01-02T00:00:00,resolved,profile
ADMIN_1953,admin,user_admin_1953,التقارير مفيدة لكن أتمنى تصدير أفضل,التقارير والإحصائيات,medium,4,2025-01-18,2025-01-18T00:00:00,reviewed,users
SUPPLIER_1195,supplier,user_supplier_1195,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-17,2025-01-17T00:00:00,reviewed,create-offer
SUPPLIER_2420,supplier,user_supplier_2420,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-15,2025-01-15T00:00:00,in_progress,earnings
CLIENT_1254,client,user_client_1254,الإشعارات كثيرة جداً - أريد تخصيصها,الإشعارات,medium,3,2025-01-02,2025-01-02T00:00:00,in_progress,login
SUPPLIER_1775,supplier,user_supplier_1775,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-10,2025-01-10T00:00:00,new,supplier-projects
SUPPLIER_2583,supplier,user_supplier_2583,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-04,2025-01-04T00:00:00,new,supplier-projects
CLIENT_1712,client,user_client_1712,عملية التسجيل سهلة لكن التحقق من البريد الإلكتروني تأخذ وقت طويل,التسجيل والمصادقة,medium,3,2025-01-18,2025-01-18T00:00:00,reviewed,messages
SUPPLIER_2927,supplier,user_supplier_2927,لا يمكنني تعديل عرضي بعد إرساله,تقديم وإدارة العروض,high,2,2025-01-21,2025-01-21T00:00:00,reviewed,supplier-projects
ADMIN_2880,admin,user_admin_2880,مراجعة مستندات التوثيق سهلة لكن بطيئة,التوثيق,medium,3,2025-01-01,2025-01-01T00:00:00,in_progress,requests
CLIENT_0569,client,user_client_0569,الصور تأخذ وقت طويل في التحميل,الأداء والسرعة,medium,3,2025-01-17,2025-01-17T00:00:00,reviewed,contracts
SUPPLIER_0171,supplier,user_supplier_0171,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-11,2025-01-11T00:00:00,resolved,create-offer
SUPPLIER_2881,supplier,user_supplier_2881,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-13,2025-01-13T00:00:00,new,my-offers
CLIENT_0219,client,user_client_0219,عملية التسجيل سهلة لكن التحقق من البريد الإلكتروني تأخذ وقت طويل,التسجيل والمصادقة,medium,3,2025-01-21,2025-01-21T00:00:00,reviewed,messages
SUPPLIER_1436,supplier,user_supplier_1436,صفحة الإحصائيات مفيدة لكن تحتاج تحديث فوري,التقارير والإحصائيات,medium,4,2025-01-16,2025-01-16T00:00:00,in_progress,supplier-setup
CLIENT_0266,client,user_client_0266,لم أستطع إعادة تعيين كلمة المرور - الرابط لا يعمل,التسجيل والمصادقة,high,1,2025-01-10,2025-01-10T00:00:00,resolved,profile
SUPPLIER_1375,supplier,user_supplier_1375,البحث في الطلبات ممتاز لكن أتمنى فلترة أفضل,إنشاء وإدارة الطلبات,medium,4,2025-01-06,2025-01-06T00:00:00,reviewed,supplier-projects
CLIENT_1575,client,user_client_1575,لم أتلق رمز OTP على الجوال رغم المحاولة عدة مرات,التسجيل والمصادقة,high,2,2025-01-13,2025-01-13T00:00:00,reviewed,messages
SUPPLIER_2272,supplier,user_supplier_2272,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-07,2025-01-07T00:00:00,new,stats
ADMIN_1740,admin,user_admin_1740,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-19,2025-01-19T00:00:00,new,admin-dashboard
CLIENT_0445,client,user_client_0445,صفحة متابعة المشروع ممتازة لكن أتمنى تحديثات فورية,المشاريع والمتابعة,medium,4,2025-01-20,2025-01-20T00:00:00,in_progress,create-request
ADMIN_1285,admin,user_admin_1285,لا يمكنني تصدير قائمة المستخدمين,إدارة المستخدمين,medium,3,2025-01-07,2025-01-07T00:00:00,new,requests
CLIENT_2131,client,user_client_2131,صفحة مقارنة العروض مفيدة جداً لكن تحتاج تحسين في العرض,تقديم وإدارة العروض,medium,4,2025-01-10,2025-01-10T00:00:00,reviewed,create-request
SUPPLIER_0214,supplier,user_supplier_0214,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-09,2025-01-09T00:00:00,in_progress,browse-requests
SUPPLIER_1173,supplier,user_supplier_1173,نموذج تقديم العرض واضح وسهل,تقديم وإدارة العروض,low,5,2025-01-18,2025-01-18T00:00:00,new,supplier-projects
SUPPLIER_0884,supplier,user_supplier_0884,كشف الأرباح غير واضح - أريد تفاصيل أكثر,الدفع والمحفظة,medium,3,2025-01-08,2025-01-08T00:00:00,resolved,portfolio
SUPPLIER_1494,supplier,user_supplier_1494,لا أرى متى سيتم تحويل المبلغ لي,الدفع والمحفظة,high,2,2025-01-13,2025-01-13T00:00:00,new,earnings
